"","taxa","count","family","genus","species"
"3355","Chamaecyparis-type",3,"Cupressaceae","Chamaecyparis",""
"3427","Chorizanthe-type",3,"Polygonaceae","Chorizanthe",""
"3482","Cingulatisporites",3,NA,NA,NA
"3490","Circaea lutetiana",3,"Onagraceae","Circaea","lutetiana"
"3531","Cistus creticus",3,"Cistaceae","Cistus","creticus"
"3577","Clavatipollenites sp.",3,NA,NA,NA
"3595","Cleistopholis-type patens",3,"Annonaceae","Cleistopholis","patens"
"3596","Cleistosphaeridium/Systematophora",3,NA,NA,NA
"3599","Clematis dioica-type",3,"Ranunculaceae","Clematis","dioica"
"3629","Clitoria-type",3,"Fabaceae","Clitoria",""
"3645","Clutia abyssinica",3,"Peraceae","Clutia","abyssinica"
"3652","Cnidoscolus sp.",3,"Euphorbiaceae","Cnidoscolus",""
"3664","Cocculus pendulus-type",3,"Menispermaceae","Cocculus","pendulus"
"3665","Cocculus-type",3,"Menispermaceae","Cocculus",""
"3759","Commiphora edulis subsp. boiviniana-type",3,"Burseraceae","Commiphora",""
"3766","Concavissimisporites sp.",3,NA,NA,NA
"3797","Conochilus coenobasis",3,NA,NA,NA
"3807","Consolida regalis-type",3,"Ranunculaceae","Delphinium","consolida"
"3810","Convallaria majalis",3,"Asparagaceae","Convallaria","majalis"
"3818","Convolvulus (large)",3,"Convolvulaceae","Convolvulus",""
"3839","Coptis trifolia",3,"Ranunculaceae","Coptis","trifolia"
"3840","Coptis-type",3,"Ranunculaceae","Coptis",""
"3882","Cornus amomum-type",3,"Cornaceae","Cornus","amomum"
"3888","Cornus cf. C. suecica",3,"Cornaceae","Cornus",""
"3892","Cornus mas/C. sanguinea",3,"Cornaceae","Cornus",""
"3905","Cornus unalaschkensis",3,"Cornaceae","Cornus",""
"3956","Cotinus",3,"Anacardiaceae","Cotinus",""
"3963","Cotula anthemoides",3,"Asteraceae","Cotula","anthemoides"
"3983","Crassoretitriletes vanraadshooveni",3,NA,NA,NA
"3987","Crassula-type alba",3,"Crassulaceae","Crassula","alba"
"3997","Craterispermum",3,"Rubiaceae","Craterispermum",""
"4015","Crithmum maritimum-type",3,"Apiaceae","Crithmum","maritimum"
"4041","Crototricolpites cf. C. annemariae",3,NA,NA,NA
"4050","Crustacea",3,NA,NA,NA
"4071","Cucumis-type",3,"Cucurbitaceae","Cucumis",""
"4072","Cucumis-type dipsaceus",3,"Cucurbitaceae","Cucumis","dipsaceus"
"4110","Cupressaceae cf. Thuja occidentalis",3,"Cupressaceae",NA,""
"4150","Cyathea (Cnemidaria sensu stricto)",3,"Cyatheaceae","Cyathea",""
"4163","Cyathea (type III)",3,"Cyatheaceae","Cyathea",""
"4174","Cyathea frigida-type",3,"Cyatheaceae","Cyathea","frigida"
"4203","Cybianthus-type",3,"Primulaceae","Cybianthus",""
"4214","Cyclamen hederifolium-type",3,"Primulaceae","Cyclamen","hederifolium"
"4225","Cyclosorus archboldiana",3,"Thelypteridaceae","Thelypteris",""
"4271","Cyperus capitatus",3,"Cyperaceae","Cyperus","capitatus"
"4299","Cytisus scoparius-type",3,"Fabaceae","Cytisus","scoparius"
"4370","Decarya",3,"Didiereaceae","Decarya",""
"4434","Dicentra",3,"Papaveraceae","Dicentra",""
"4438","Dichosciadium",3,"Apiaceae","Dichosciadium",""
"4441","Dichostemma glaucescens-type",3,"Euphorbiaceae","Dichostemma","glaucescens"
"4452","Dicksonia sellowina-type",3,"Dicksoniaceae","Dicksonia",""
"4539","Diphasium",3,"Lycopodiaceae","Lycopodium",""
"4561","Dipsacoideae cf. Succisa",3,"Caprifoliaceae","Succisa",""
"4585","Distemonanthus benthamianus",3,"Fabaceae","Distemonanthus","benthamianus"
"4603","Dodonaea triquetra-type",3,"Sapindaceae","Dodonaea","triquetra"
"4622","Donatia-type",3,"Stylidiaceae","Donatia",""
"4679","Drymophila-type",3,"Alstroemeriaceae","Drymophila",""
"4690","Dryopteris cf. D. fragrans",3,NA,"Dryopteris",""
"4692","Dryopteris crassirhizoma",3,"Dryopteridaceae","Dryopteris","crassirhizoma"
"4698","Dryopteris filix-mas sensu stricto",3,NA,"Dryopteris",""
"4716","Durio",3,"Malvaceae","Durio",""
"4723","Dysoxylum-type",3,"Meliaceae","Dysoxylum",""
"4748","Echiperiporites sp.",3,NA,NA,NA
"4756","Echitriporites sp.",3,NA,NA,NA
"4791","Elaeocarpaceae (type 1)",3,"Elaeocarpaceae","",""
"4792","Elaeocarpaceae cf. Sloanea",3,"Elaeocarpaceae",NA,""
"4845","Engelhardia/Alfaroa",3,"Juglandaceae",NA,""
"4852","Entada gigas",3,"Fabaceae","Entada","gigas"
"4877","Ephedra californica-type",3,"Ephedraceae","Ephedra","californica"
"4885","Ephedra distachya subsp. helvetica-type",3,"Ephedraceae","Ephedra",""
"4897","Ephedra monosperma",3,"Ephedraceae","Ephedra","monosperma"
"4932","Eranthis hyemalis",3,"Ranunculaceae","Eranthis","hyemalis"
"4982","Ericaceae cf. Cassiope",3,"Ericaceae",NA,""
"4998","Eriocaulon aquaticum",3,"Eriocaulaceae","Eriocaulon","aquaticum"
"4999","Eriocaulon-type",3,"Eriocaulaceae","Eriocaulon",""
"5006","Eriogonum microtheca-type",3,"Polygonaceae","Eriogonum",""
"5023","Erpobdella",3,NA,NA,NA
"5032","Erythrina variegata",3,"Fabaceae","Erythrina","variegata"
"5047","Erythroxylum (type B)",3,"Erythroxylaceae","Erythroxylum",""
"5078","Eucalyptus (type 26)",3,"Myrtaceae","Eucalyptus",""
"5156","Eudicotyledoneae (tricolpate, scabrate)",3,NA,NA,NA
"5189","Eudicotyledoneae (tricolporate, Mauritius type 37, de Boer)",3,NA,NA,NA
"5200","Eudicotyledoneae (tricolporate, prolate, psilate)",3,NA,NA,NA
"5203","Eudicotyledoneae (tricolporate, psilate-scabrate, round pores, 30 µm)",3,NA,NA,NA
"5206","Eudicotyledoneae (tricolporate, psilate, narrow pores, 15 µm)",3,NA,NA,NA
"5221","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 157, de Boer)",3,NA,NA,NA
"5222","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 165, de Boer)",3,NA,NA,NA
"5229","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 315, de Boer)",3,NA,NA,NA
"5230","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 317, de Boer)",3,NA,NA,NA
"5250","Eudicotyledoneae (tricolporate, scabrate, Mauritius type 129b, de Boer)",3,NA,NA,NA
"5324","Euphorbia cf. E. peplus",3,"Euphorbiaceae","Euphorbia",""
"5334","Euphorbia sp.",3,"Euphorbiaceae","Euphorbia",""
"5351","Euphorbiaceae (type 3)",3,"Euphorbiaceae","",""
"5431","Fabaceae cf. Astragalus",3,"Fabaceae",NA,""
"5454","Fabales (type D)",3,"","",""
"5474","Faboideae (type C)",3,NA,NA,NA
"5475","Faboideae (type D)",3,NA,NA,NA
"5481","Faboideae (type II)",3,NA,NA,NA
"5511","Fagus/Nyssa",3,NA,NA,""
"5567","Filinia undiff.",3,NA,NA,NA
"5582","Flabellaria paniculata-type",3,"Malpighiaceae","Flabellaria","paniculata"
"5590","Flagellaria indica",3,"Flagellariaceae","Flagellaria","indica"
"5616","Fouquieria columnaris",3,"Fouquieriaceae","Fouquieria","columnaris"
"5630","Fragaria-type",3,"Rosaceae","Fragaria",""
"5692","Fumaria officinalis-type",3,"Papaveraceae","Fumaria","officinalis"
"5693","Fumaria-type",3,"Papaveraceae","Fumaria",""
"5699","Fungi (cf. type 306/123, HdV)",3,NA,NA,NA
"5723","Fungi (type 117, OU)",3,NA,NA,NA
"5756","Fungi (type 206, HdV)",3,NA,NA,NA
"5776","Fungi (type 33, UAB)",3,NA,NA,NA
"5777","Fungi (type 34A, UAB)",3,NA,NA,NA
"5784","Fungi (type 364, HdV)",3,NA,NA,NA
"5799","Fungi (type 411, HdV)",3,NA,NA,NA
"5803","Fungi (type 42, UAB)",3,NA,NA,NA
"5833","Fungi (type 569, HdV)",3,NA,NA,NA
"5879","Fungi (type E)",3,NA,NA,NA
"5925","Galium boreale",3,"Rubiaceae","Galium","boreale"
"5939","Garcinia quadrifaria-type",3,"Clusiaceae","Garcinia","quadrifaria"
"5950","Garrya-type",3,"Garryaceae","Garrya",""
"5956","Gaultheria-type",3,"Ericaceae","Gaultheria",""
"5962","Geitonoplesium",3,"Asphodelaceae","Geitonoplesium",""
"5967","Gelasinospora (type UG-1139)",3,NA,NA,NA
"5970","Gelasinospora retispora",3,NA,NA,NA
"5996","Gentiana cruciata",3,"Gentianaceae","Gentiana","cruciata"
"6036","Geoglossum",3,NA,NA,NA
"6050","Geranium molle",3,"Geraniaceae","Geranium","molle"
"6055","Geranium pratense group",3,"Geraniaceae","Geranium",""
"6056","Geranium pratense-type",3,"Geraniaceae","Geranium","pratense"
"6073","Geum montanum-type",3,"Rosaceae","Geum","montanum"
"6094","Glaucium corniculatum",3,"Papaveraceae","Glaucium","corniculatum"
"6106","Glenniea",3,"Sapindaceae","Glenniea",""
"6129","Glyptotendipes pallens group (type 509, HdV)",3,NA,NA,NA
"6206","Guizotia-type (G. abyssinica)",3,"Asteraceae","Guizotia",""
"6220","Gymnanthes",3,"Euphorbiaceae","Gymnanthes",""
"6225","Gymnocarpium robertianum",3,"Cystopteridaceae","Gymnocarpium","robertianum"
"6232","Gymnosperma",3,"Asteraceae","Gymnosperma",""
"6253","Gyrocarpus",3,"Hernandiaceae","Gyrocarpus",""
"6274","Halimium halimifolium",3,"Cistaceae","Cistus","halimifolius"
"6280","Halogeton",3,"Amaranthaceae","Halogeton",""
"6295","Hannoa",3,"Simaroubaceae","Quassia",""
"6305","Hasseltia",3,"Salicaceae","Hasseltia",""
"6329","Heisteria-type",3,"Olacaceae","Heisteria",""
"6408","Hermannia-type",3,"Malvaceae","Hermannia",""
"6409","Hernandia",3,"Hernandiaceae","Hernandia",""
"6436","Hibiscus-type (H. micranthus)",3,"Malvaceae","Hibiscus",""
"6456","Hippocratea sp.",3,"Celastraceae","Hippocratea",""
"6472","Hirtella",3,"Chrysobalanaceae","Hirtella",""
"6496","Hordelymus",3,"Poaceae","Hordelymus",""
"6512","Hovea/Bossiaea",3,"Fabaceae",NA,""
"6552","Hura-type",3,"Euphorbiaceae","Hura",""
"6620","Hypecoum-type",3,"Papaveraceae","Hypecoum",""
"6652","Hypochaeris uniflora",3,"Asteraceae","Hypochaeris","uniflora"
"6653","Hypocopra",3,NA,NA,NA
"6679","Ilex (type 2)",3,"Aquifoliaceae","Ilex",""
"6794","Islandinium minutum",3,NA,NA,NA
"6826","Ixora-type (I. brachypoda)",3,"Rubiaceae","Ixora",""
"6831","Jacquemontia",3,"Convolvulaceae","Jacquemontia",""
"6843","Jasminum abyssinicum",3,"Oleaceae","Jasminum","abyssinicum"
"6953","Kigelia",3,"Bignoniaceae","Kigelia",""
"6966","Knightia",3,"Proteaceae","Knightia",""
"7019","Laevigatosporites ""gemmatus""",3,NA,NA,NA
"7023","Laevigatosporites ovatus",3,NA,NA,NA
"7031","Lagerstroemia speciosa",3,"Lythraceae","Lagerstroemia","speciosa"
"7033","Lagotis glauca",3,"Plantaginaceae","Lagotis","glauca"
"7041","Lamiaceae (hexacolpate, scabrate, 40 µm)",3,"Lamiaceae","",""
"7049","Lamiaceae cf. Prostanthera",3,"Lamiaceae",NA,""
"7074","Lantana-type",3,"Verbenaceae","Lantana",""
"7121","Lathyrus pratensis-type",3,"Fabaceae","Lathyrus","pratensis"
"7126","Lauraceae cf. Aniba",3,"Lauraceae",NA,""
"7167","Lejeunecysta catomus",3,NA,NA,NA
"7202","Lepisanthes-type (L. senegalensis)",3,"Sapindaceae","Lepisanthes",""
"7212","Leptodermis",3,"Rubiaceae","Leptodermis",""
"7213","Leptonychia",3,"Malvaceae","Leptonychia",""
"7248","Levisticum officinale-type",3,"Apiaceae","Levisticum","officinale"
"7281","Lilium philadelphicum-type",3,"Liliaceae","Lilium","philadelphicum"
"7285","Limnophila",3,"Plantaginaceae","Limnophila",""
"7295","Limonium vulgare (type A)",3,"Plumbaginaceae","Limonium","vulgare"
"7334","Linum perenne subsp. anglicum",3,"Linaceae","Linum",""
"7378","Lobelioideae",3,NA,NA,NA
"7387","Lomandra effusa-type",3,"Asparagaceae","Lomandra","effusa"
"7421","Lonicera nigra-type",3,"Caprifoliaceae","Lonicera","nigra"
"7488","Lychnophora",3,"Asteraceae","Lychnophora",""
"7503","Lycopodiaceae cf. Lycopodiella alopecuroides",3,"Lycopodiaceae",NA,""
"7599","Lysimachia ephemerum",3,"Primulaceae","Lysimachia","ephemerum"
"7607","Lysimachia thyrsiflora-group",3,"Primulaceae","Lysimachia",""
"7650","Machaerium/Byrsonima (type 3)",3,NA,NA,""
"7679","Maesobotrya barteri-type",3,"Phyllanthaceae","Maesobotrya","barteri"
"7680","Maesopsis",3,"Rhamnaceae","Maesopsis",""
"7691","Magnolia-type",3,"Magnoliaceae","Magnolia",""
"7713","Malinae",3,NA,NA,NA
"7729","Malpighiaceae (type E)",3,"Malpighiaceae","",""
"7741","Malva neglecta-type",3,"Malvaceae","Malva","neglecta"
"7742","Malva sylvestris",3,"Malvaceae","Malva","sylvestris"
"7755","Malvacipolloides aff. M. maristellae",3,NA,NA,NA
"7762","Mangifera indica",3,"Anacardiaceae","Mangifera","indica"
"7763","Mangifera/Anacardium",3,"Anacardiaceae",NA,""
"7771","Mansonia altissima-type",3,"Malvaceae","Mansonia","altissima"
"7806","Marrubium-type",3,"Lamiaceae","Marrubium",""
"7810","Martinella-type",3,"Bignoniaceae","Martinella",""
"7820","Matayba/Cupania (type E)",3,"Sapindaceae",NA,""
"7846","Maytenus magellanica-type",3,"Celastraceae","Maytenus","magellanica"
"7850","Meconopsis",3,"Papaveraceae","Meconopsis",""
"7854","Medicago lupulina",3,"Fabaceae","Medicago","lupulina"
"7922","Mentha longifolia",3,"Lamiaceae","Mentha","longifolia"
"7937","Mercurialis cf. M. perennis",3,"Euphorbiaceae","Mercurialis",""
"7952","Mesembryanthemum",3,"Aizoaceae","Mesembryanthemum",""
"7956","Mespilus-type",3,"Rosaceae","Mespilus",""
"7977","Micranthes foliolosa",3,"Saxifragaceae","Micranthes","foliolosa"
"8042","Mimosa extensa",3,"Fabaceae","Mimosa","extensa"
"8051","Mimosa-type (M. pigra)",3,"Fabaceae","Mimosa",""
"8143","Monocolpopollenites aff. M. ovatus",3,NA,NA,NA
"8166","Monotropa uniflora",3,"Ericaceae","Monotropa","uniflora"
"8177","Montiniaceae",3,"Montiniaceae","",""
"8186","Moraceae cf. Streblus",3,"Moraceae",NA,""
"8193","Morella cf. M. kandtiana",3,"Myricaceae","Morella",""
"8200","Morinda",3,"Rubiaceae","Morinda",""
"8203","Moritzia",3,"Cryphaeaceae","Schoenobryum",""
"8246","Mussaenda-type",3,"Rubiaceae","Mussaenda",""
"8330","Myrrhis-type",3,"Apiaceae","Myrrhis",""
"8347","Myrtaceae (type 14)",3,"Myrtaceae","",""
"8371","Myrtus nivellei",3,"Myrtaceae","Myrtus","nivellei"
"8393","Nasturtium",3,"Brassicaceae","Nasturtium",""
"8417","Neofabricia",3,"Myrtaceae","Neofabricia",""
"8427","Nepeta-type",3,"Lamiaceae","Nepeta",""
"8436","Nertera-type",3,"Rubiaceae","Nertera",""
"8452","Nigella-type",3,"Ranunculaceae","Nigella",""
"8459","Nonea",3,"Boraginaceae","Nonea",""
"8464","Notelaea-type",3,"Oleaceae","Notelaea",""
"8486","Notholaena",3,"Pteridaceae","Hemionitis",""
"8582","Olea cf. O. europaea subsp. cuspidata",3,"Oleaceae","Olea",""
"8599","Olearia",3,"Asteraceae","Olearia",""
"8606","Olneya tesota",3,"Fabaceae","Olneya","tesota"
"8614","Onagraceae cf. Ludwigia",3,"Onagraceae",NA,""
"8632","Onopordum acanthium",3,"Asteraceae","Onopordum","acanthium"
"8657","Ophioglossum crotalophoroides",3,"Ophioglossaceae","Ophioglossum","crotalophoroides"
"8674","Orchidaceae (tetrad)",3,"Orchidaceae","",""
"8678","Oreopanax-type",3,"Araliaceae","Oreopanax",""
"8710","Orontium",3,"Araceae","Orontium",""
"8718","Osbeckia",3,"Melastomataceae","Osbeckia",""
"8759","Ourisia",3,"Plantaginaceae","Ourisia",""
"8760","Ourisia-type",3,"Plantaginaceae","Ourisia",""
"8787","Pachypodium",3,"Apocynaceae","Pachypodium",""
"8803","Palisota",3,"Commelinaceae","Palisota",""
"8805","Paliurus spina-christi",3,"Rhamnaceae","Paliurus",""
"8809","Pancovia-type (P. bijuga)",3,"Sapindaceae","Pancovia",""
"8810","Pancovia-type bijuga",3,"Sapindaceae","Pancovia","bijuga"
"8812","Panda oleosa",3,"Pandaceae","Panda","oleosa"
"8842","Paradisea liliastrum",3,"Asparagaceae","Paradisea","liliastrum"
"8854","Parentucellia-type",3,"Orobanchaceae","Parentucellia",""
"8877","Paronychia chilensis",3,"Caryophyllaceae","Paronychia","chilensis"
"8889","Parthenocissus quinquefolia",3,"Vitaceae","Parthenocissus","quinquefolia"
"8890","Parthenocissus vitacea",3,"Vitaceae","Parthenocissus","vitacea"
"8918","Pavetta-type elliottii",3,"Rubiaceae","Pavetta","elliottii"
"8973","Pedicularis longiflora",3,"Orobanchaceae","Pedicularis","longiflora"
"8989","Pellaea falcata",3,"Pteridaceae","Hemionitis",""
"9006","Pentace comp.",3,"Malvaceae","Pentace",""
"9052","Persicaria cf. P. maculosa",3,"Polygonaceae","Persicaria",""
"9076","Petiveria",3,"Petiveriaceae","Petiveria",""
"9123","Philodendron",3,"Araceae","Philodendron",""
"9131","Phlegmariurus varius",3,"Lycopodiaceae","Huperzia",""
"9135","Phlomis cf. P. fruticosa",3,"Lamiaceae","Phlomis",""
"9200","Physocarpus",3,"Rosaceae","Physocarpus",""
"9208","Phytolacca rivinoides",3,"Phytolaccaceae","Phytolacca","rivinoides"
"9396","Piptadeniastrum-type (P. africanum)",3,"Fabaceae","Piptadeniastrum",""
"9408","Pistacia-type",3,"Anacardiaceae","Pistacia",""
"9410","Pisum",3,"Fabaceae","Lathyrus",""
"9423","Plagiogyria semicordata-type",3,"Plagiogyriaceae","Plagiogyria","pectinata"
"9425","Plagiostyles-type",3,"Euphorbiaceae","Plagiostyles",""
"9488","Plantago maritima-type sensu lato",3,"Plantaginaceae","Plantago",""
"9526","Platycelyphium",3,"Fabaceae","Platycelyphium",""
"9539","Plectranthus-type (P. otostegioides)",3,"Lamiaceae","Plectranthus",""
"9565","Pluchea",3,"Asteraceae","Pluchea",""
"9570","Plumbaginaceae undiff.",3,"Plumbaginaceae","",""
"9695","Podostemaceae undiff.",3,"Podostemaceae","",""
"9698","Poikilogyne",3,"Melastomataceae","Poikilogyne",""
"9709","Polemonium pulcherrimum-type",3,"Polemoniaceae","Polemonium","pulcherrimum"
"9720","Polyarthra cf. P. remata",3,NA,NA,NA
"9742","Polygalaceae (type B)",3,"Polygalaceae","",""
"9743","Polygalaceae (type C)",3,"Polygalaceae","",""
"9749","Polygonaceae (tricolporate)",3,"Polygonaceae","",""
"9751","Polygonaceae cf. Muehlenbeckia",3,"Polygonaceae",NA,""
"9754","Polygonatum odoratum-type",3,"Asparagaceae","Polygonatum","odoratum"
"9769","Polygonum cf. P. aviculare",3,"Polygonaceae","Polygonum",""
"9779","Polygonum maritimum",3,"Polygonaceae","Polygonum","maritimum"
"9791","Polygonum sensu lato (aquatic)",3,"Polygonaceae","Polygonum",""
"9810","Polypodiaceae (type C)",3,"Polypodiaceae","",""
"9822","Polypodiaceoisporites sp.",3,NA,NA,NA
"9856","Polypodiophyta (monolete, scabrate)",3,NA,NA,NA
"9867","Polypodiophyta (monolete, wavy perine)",3,NA,NA,NA
"9892","Polypodiophyta (trilete, psilate, type 2)",3,NA,NA,NA
"9942","Polyscias comp.",3,"Araliaceae","Polyscias",""
"9961","Pomaderris elliptica-type",3,"Rhamnaceae","Pomaderris","elliptica"
"10001","Potamogeton comp.",3,"Potamogetonaceae","Potamogeton",""
"10008","Potamogeton perfoliatus",3,"Potamogetonaceae","Potamogeton","perfoliatus"
"10048","Pouteria guianensis",3,"Sapotaceae","Pouteria","guianensis"
"10057","Prenanthes purpurea",3,"Asteraceae","Prenanthes","purpurea"
"10071","Primula scandinavica-type",3,"Primulaceae","Primula","scandinavica"
"10072","Primula tibetica-type",3,"Primulaceae","Primula","tibetica"
"10073","Primula undiff.",3,"Primulaceae","Primula",""
"10101","Proteaceae (type IV)",3,"Proteaceae","",""
"10127","Proxapertites psilatus",3,NA,NA,NA
"10168","Pseudanthus",3,"Picrodendraceae","Pseudanthus",""
"10174","Pseudodiphasium volubile",3,"Lycopodiaceae","Lycopodium","volubile"
"10206","Pseudospondias microcarpa",3,"Anacardiaceae","Pseudospondias","microcarpa"
"10224","Psilastephanoporites tesseroporus",3,NA,NA,NA
"10276","Pteranthus",3,"Caryophyllaceae","Pteranthus",""
"10329","Pterocarpus-type",3,"Fabaceae","Pterocarpus",""
"10344","Pterolobium-type",3,"Fabaceae","Pterolobium",""
"10364","Punctatriletes parvimundus",3,NA,NA,NA
"10368","Pupalia lappacea-type",3,"Amaranthaceae","Pupalia","lappacea"
"10519","Ranunculus flabellaris-type",3,"Ranunculaceae","Ranunculus","flabellaris"
"10587","Retama-type",3,"Fabaceae","Retama",""
"10612","Retitriletes altimuratus",3,NA,NA,NA
"10621","Rhabdocoela (type 353B, HdV)",3,NA,NA,NA
"10684","Rhododendron ponticum",3,"Ericaceae","Rhododendron","ponticum"
"10693","Rhoipites sp.",3,NA,NA,NA
"10705","Rhus sp.",3,"Anacardiaceae","Rhus",""
"10713","Rhus/Toxicodendron cf. T. radicans",3,"Anacardiaceae",NA,""
"10732","Ribes lacustre",3,"Grossulariaceae","Ribes","lacustre"
"10738","Ribes uva-crispa",3,"Grossulariaceae","Ribes",""
"10744","Riccia glauca-type",3,"Ricciaceae","Riccia","glauca"
"10762","Ritchiea",3,"Capparaceae","Ritchiea",""
"10857","Rubiaceae-type (Mauritius type 121, de Boer)",3,"Rubiaceae","",""
"10869","Rubus cf. R. chamaemorus",3,"Rosaceae","Rubus",""
"10870","Rubus cf. R. idaeus",3,"Rosaceae","Rubus",""
"10916","Rumex cf. R. britannica",3,"Polygonaceae","Rumex",""
"10987","Sabatia-type",3,"Gentianaceae","Sabatia",""
"11008","Sagina procumbens group",3,"Caryophyllaceae","Sagina",""
"11034","Salix cf. S. cinerea",3,"Salicaceae","Salix",""
"11036","Salix cf. S. ledermanii",3,"Salicaceae","Salix",""
"11050","Salix retusa-type",3,"Salicaceae","Salix","retusa"
"11059","Salpichlaena volubilis",3,"Blechnaceae","Salpichlaena","volubilis"
"11073","Salvia verticillata",3,"Lamiaceae","Salvia","verticillata"
"11126","Sapindaceae: Dodonaea-type",3,"Sapindaceae","Dodonaea",""
"11159","Sassafras",3,"Lauraceae","Sassafras",""
"11190","Saxifraga cuneifolia-type",3,"Saxifragaceae","Saxifraga","cuneifolia"
"11194","Saxifraga hieraciifolia",3,"Saxifragaceae","Micranthes","hieraciifolia"
"11231","Scabratricolporites sp.",3,NA,NA,NA
"11278","Schlagintweitia intybacea",3,"Asteraceae","Schlagintweitia","intybacea"
"11286","Schoenoplectus tabernaemontani",3,"Cyperaceae","Schoenoplectus","tabernaemontani"
"11295","Sciadopitys-type",3,"Sciadopityaceae","Sciadopitys",""
"11299","Scirpus maritimus",3,"Cyperaceae","Bolboschoenus","maritimus"
"11328","Scottellia klaineana-type",3,"Achariaceae","Scottellia","klaineana"
"11330","Scrophularia canina-type",3,"Scrophulariaceae","Scrophularia","canina"
"11400","Selaginella borealis",3,"Selaginellaceae","Selaginella","borealis"
"11495","Seseli",3,"Apiaceae","Seseli",""
"11505","Shepherdia undiff.",3,"Elaeagnaceae","Shepherdia",""
"11570","Silene-type burchellii",3,"Caryophyllaceae","Silene","burchellii"
"11577","Sillia ferruginea",3,NA,NA,NA
"11582","Simarouba amara",3,"Simaroubaceae","Simarouba","amara"
"11583","Simarouba-type",3,"Simaroubaceae","Simarouba",""
"11594","Siparuna",3,"Siparunaceae","Siparuna",""
"11604","Sium latifolium",3,"Apiaceae","Sium","latifolium"
"11609","Skimmia",3,"Rutaceae","Skimmia",""
