taxa,count,family,genus,species,corrected
Bombacacidites sp.,1,NA,NA,NA,
Bombacopsis,1,Malvaceae,Pachira,,
Bonamia,1,Convolvulaceae,Bonamia,,
Boraginaceae cf. Cynoglossum,1,NA,NA,NA,
Boscia angustifolia,1,Capparaceae,Maerua,gilgii,
Boscia senegalensis,1,Capparaceae,Boscia,senegalensis,
Boscia/Cadaba,1,Capparaceae,NA,,
Bosedinia infragranulata,1,NA,NA,NA,
Botrychium cf. B. dissectum,1,Ophioglossaceae,Botrychium,,
Botryococcus cf. B. terribilis,1,NA,NA,NA,
Botryospermum,1,NA,NA,NA,
Brachionus,1,NA,NA,NA,
Brachychiton,1,Malvaceae,Brachychiton,,
Brickellia,1,Asteraceae,Brickellia,,
Bridelia-type (B. scleroneura),1,NA,NA,NA,
Bridelia-type scleroneura,1,NA,NA,NA,
Brillantaisia,1,Acanthaceae,Brillantaisia,,
Bromeliaceae (type 2),1,Bromeliaceae,,,
Broussonetia papyrifera-type,1,NA,NA,NA,
Bryonia-type,1,NA,NA,NA,
"Bryophyta (alete, ornamented)",1,,,,
"Bryophyta (alete, psilate, >16 µm))",1,,,,
"Bryophyta (alete, psilate, 16 µm)",1,,,,
Bulbinopsis-type,1,NA,NA,NA,
"Bulbochaete/Oedogonium (type 166A, HdV)",1,NA,NA,NA,
Bunium,1,Apiaceae,Bunium,,
Bupleurum ranunculoides,1,Apiaceae,Bupleurum,ranunculoides,
Bursera sp.,1,Burseraceae,Bursera,,
Cactaceae aff. Echinopsis,1,NA,NA,NA,
Caesalpinioideae (microreticulate),1,Fabaceae,,,
Calamospora sp.,1,NA,NA,NA,
Callipeltis microstegia-type,1,Rubiaceae,Callipeltis,,
Calochlaena dubia,1,Dicksoniaceae,Calochlaena,dubia,
Calomeria,1,Asteraceae,Calomeria,,
Calycophyllum,1,Rubiaceae,Calycophyllum,,
Calystegia cf. C. sepium,1,Convolvulaceae,Calystegia,,
Camassia-type,1,NA,NA,NA,
Camellia sinensis-type,1,NA,NA,NA,
Campanula cf. C. rotundifolia,1,Campanulaceae,Campanula,,
Campanula medium,1,Campanulaceae,Campanula,medium,
Campanulaceae-type,1,NA,NA,NA,
Canna,1,Cannaceae,Canna,,
Cannabaceae cf. Cannabis sativa,1,NA,NA,NA,
Caperonia,1,Euphorbiaceae,Caperonia,,
Capillaria,1,NA,NA,NA,
Capparis decidua-type,1,Capparaceae,Capparis,,
Capparis erythrocarpos,1,Capparaceae,Capparis,erythrocarpos,
Capsicum-type,1,NA,NA,NA,
Carapa-type (C. grandiflora),1,NA,NA,NA,
Carapa-type grandiflora,1,NA,NA,NA,
Cardamine pratensis,1,Brassicaceae,Cardamine,pratensis,
Cardiospermum cf. C. halicacabum,1,Sapindaceae,Cardiospermum,,
Cardiospermum-type,1,NA,NA,NA,
Carpesium-type,1,NA,NA,NA,
Carpinus cf. C. betulus,1,Betulaceae,Carpinus,,
Carya tomentosa,1,Juglandaceae,Carya,alba,
Caryodendron,1,Euphorbiaceae,Caryodendron,,
Caryophyllaceae cf. Minuartia,1,NA,NA,NA,
Caryophyllaceae cf. Stellaria holostea,1,NA,NA,NA,
Caryospora,1,NA,NA,NA,
"Caryospora sp. (type 1001, HdV)",1,NA,NA,NA,
Casearia cf. C. arborea,1,Salicaceae,Casearia,,
Cassia-type (C. italica),1,NA,NA,NA,
Castanea/Sedum,1,NA,NA,,
Catostemma-type,1,NA,NA,NA,
Catunaregam nilotica,1,Rubiaceae,Catunaregam,nilotica,
Catunaregam-type,1,NA,NA,NA,
Caylusea,1,Resedaceae,Caylusea,,
Cedrus-type,1,NA,NA,NA,
Celtis philippensis,1,Cannabaceae,Celtis,philippensis,
Centaurea sphaerocephala,1,Asteraceae,Centaurea,sphaerocephala,
Centaurea thuillieri,1,Asteraceae,Centaurea,thuillieri,
Centaurea/Xeranthemum,1,Asteraceae,NA,,
Centaurium umbellatum-type,1,NA,NA,NA,
Centranthus ruber,1,Caprifoliaceae,Valeriana,rubra,
Centrostachys aquatica,1,Amaranthaceae,Centrostachys,aquatica,
Cephalanthera longifolia-type,1,Orchidaceae,Cephalanthera,,
Cephalanthera sp.,1,Orchidaceae,Cephalanthera,,
Cerastium fontanum,1,Caryophyllaceae,Cerastium,fontanum,
Cerastium undiff.,1,Caryophyllaceae,Cerastium,,
Ceratocephala,1,Ranunculaceae,Ranunculus,,
Cercestis,1,Araceae,Cercestis,,
Cerinthe minor,1,Boraginaceae,Cerinthe,minor,
Ceroxylon,1,Arecaceae,Ceroxylon,,
Cespedesia,1,Ochnaceae,Cespedesia,,
cf. Abies,1,NA,NA,NA,
cf. Acalypha,1,Euphorbiaceae,Acalypha,,
cf. Acantholimon,1,Plumbaginaceae,Acantholimon,,
cf. Aconitum napellus-type,1,Ranunculaceae,Aconitum,,
cf. Adenostemma,1,Asteraceae,Adenostemma,,
cf. Adonis,1,Ranunculaceae,Adonis,,
cf. Adoxa moschatellina,1,Viburnaceae,Adoxa,,
cf. Agave,1,Asparagaceae,Agave,,
cf. Albizia,1,Fabaceae,Albizia,,
cf. Alismataceae,1,Alismataceae,,,
cf. Allium vineale-type,1,Amaryllidaceae,Allium,,
cf. Althenia,1,Potamogetonaceae,Althenia,,
cf. Amaranthaceae,1,Amaranthaceae,,,
cf. Anacardiaceae (type A),1,Anacardiaceae,,,
cf. Anacardiaceae (type B),1,Anacardiaceae,,,
cf. Anagallis,1,Primulaceae,Lysimachia,,
cf. Anagallis tenella,1,Primulaceae,Lysimachia,,
cf. Anemone-type,1,NA,NA,NA,
cf. Annonaceae/Rubiaceae,1,NA,NA,NA,
cf. Anthoceros punctatus-type,1,Anthocerotaceae,Anthoceros,,
cf. Anthriscus caucalis,1,Apiaceae,Anthriscus,,
cf. Anthyllis,1,Fabaceae,Anthyllis,,
cf. Apiaceae undiff.,1,Apiaceae,,,
cf. Arabis glabra,1,Brassicaceae,Arabis,,
cf. Arisaema,1,Araceae,Arisaema,,
cf. Arnoseris,1,Asteraceae,Arnoseris,,
cf. Asimina,1,Annonaceae,Asimina,,
cf. Aspidosperma,1,Apocynaceae,Aspidosperma,,
cf. Aspleniaceae,1,Aspleniaceae,,,
cf. Asplenium,1,Aspleniaceae,Asplenium,,
cf. Astragalus danicus,1,Fabaceae,Astragalus,,
cf. Astragalus-type,1,NA,NA,NA,
cf. Athyrium alpestre,1,NA,NA,NA,
cf. Atraphaxis,1,Polygonaceae,Atraphaxis,,
cf. Atriplex,1,Amaranthaceae,Atriplex,,
cf. Avena sativa,1,Poaceae,Avena,,
cf. Azorella,1,Apiaceae,Azorella,,
cf. Bartsia,1,Orobanchaceae,Bartsia,,
cf. Bauhinia,1,Fabaceae,Bauhinia,,
cf. Berberis,1,Berberidaceae,Berberis,,
cf. Bignonia,1,Bignoniaceae,Bignonia,,
cf. Bistorta officinalis,1,Polygonaceae,Bistorta,,
cf. Bistorta officinalis-type,1,Polygonaceae,Bistorta,,
cf. Bocconia,1,Papaveraceae,Bocconia,,
cf. Bongardia,1,Berberidaceae,Bongardia,,
cf. Brassica,1,Brassicaceae,Brassica,,
cf. Brodiaea,1,Asparagaceae,Brodiaea,,
cf. Bunias,1,Brassicaceae,Bunias,,
cf. Bunium rectangulum,1,Apiaceae,Bunium,,
cf. Bupleurum,1,Apiaceae,Bupleurum,,
cf. Cadaba/Maerua,1,NA,NA,NA,
cf. Caltha palustris-type,1,Ranunculaceae,Caltha,,
cf. Campanula,1,Campanulaceae,Campanula,,
cf. Carapa,1,Meliaceae,Carapa,,
cf. Caryophyllaceae,1,Caryophyllaceae,,,
cf. Casearia,1,Salicaceae,Casearia,,
cf. Cassia,1,Fabaceae,Cassia,,
cf. Castilleja,1,Orobanchaceae,Castilleja,,
cf. Casuarina,1,Casuarinaceae,Casuarina,,
cf. Casuarina equisetifolia,1,Casuarinaceae,Casuarina,,
cf. Caucalis,1,Apiaceae,Caucalis,,
cf. Cayratia,1,Vitaceae,Cayratia,,
cf. Ceanothus velutinus,1,Rhamnaceae,Ceanothus,,
cf. Ceratocapnos claviculata,1,Papaveraceae,Ceratocapnos,,
cf. Cercis,1,Fabaceae,Cercis,,
cf. Chaerophyllum hirsutum,1,Apiaceae,Chaerophyllum,,
cf. Chamaerops,1,Arecaceae,Chamaerops,,
cf. Chamaesyce,1,Euphorbiaceae,Chamaesyce,,
cf. Cheilanthes/Anogramma,1,NA,NA,NA,
cf. Chelidonium-type,1,NA,NA,NA,
cf. Chionodoxa,1,NA,NA,NA,
cf. Chrysanthemum,1,Asteraceae,Chrysanthemum,,
cf. Cicendia filiformis,1,Gentianaceae,Cicendia,,
cf. Cistus,1,Cistaceae,Cistus,,
cf. Cladium-type,1,NA,NA,NA,
cf. Clethra,1,Clethraceae,Clethra,,
cf. Conochilus hippocrepis,1,NA,NA,NA,
cf. Cornus mas,1,Cornaceae,Cornus,,
cf. Cornus mas-type,1,Cornaceae,Cornus,,
cf. Couratari,1,Lecythidaceae,Couratari,,
cf. Cryptogramma acrostichoides,1,Pteridaceae,Cryptogramma,,
cf. Cuscuta europaea,1,Convolvulaceae,Cuscuta,,
cf. Cynoglossum,1,Boraginaceae,Cynoglossum,,
cf. Decodon verticillatus,1,NA,NA,NA,
cf. Digera,1,Amaranthaceae,Digera,,
cf. Digitalis purpurea-type,1,Plantaginaceae,Digitalis,,
cf. Dioclea,1,Fabaceae,Dioclea,,
cf. Dorycnium,1,Fabaceae,Lotus,,
cf. Dryopteris,1,NA,NA,NA,
cf. Elaeoluma,1,Sapotaceae,Elaeoluma,,
cf. Ephedra fragilis,1,Ephedraceae,Ephedra,,
cf. Eucommia,1,Eucommiaceae,Eucommia,,
cf. Euterpe,1,NA,NA,NA,
cf. Faboideae,1,NA,NA,NA,
cf. Falcaria,1,Apiaceae,Falcaria,,
cf. Frangula/Bruckenthalia,1,NA,NA,NA,
cf. Fuchsia,1,Onagraceae,Fuchsia,,
cf. Fumana-type,1,NA,NA,NA,
cf. Gagea-type,1,NA,NA,NA,
cf. Galium,1,Rubiaceae,Galium,,
cf. Galium-type,1,NA,NA,NA,
cf. Gelasinospora,1,NA,NA,NA,
cf. Gilia,1,Polemoniaceae,Gilia,,
cf. Gossypium,1,Malvaceae,Gossypium,,
cf. Gratiola,1,Plantaginaceae,Gratiola,,
cf. Gratiola officinalis,1,Plantaginaceae,Gratiola,,
cf. Guazuma,1,Malvaceae,Guazuma,,
cf. Haplophyllum,1,Rutaceae,Haplophyllum,,
cf. Heteranthera,1,Pontederiaceae,Heteranthera,,
cf. Hieracium,1,Asteraceae,Hieracium,,
cf. Hottonia palustris,1,Primulaceae,Hottonia,,
cf. Hottonia-type,1,NA,NA,NA,
cf. Hymenophyllaceae,1,Hymenophyllaceae,,,
cf. Hypericum-type,1,NA,NA,NA,
cf. Hyptis,1,Lamiaceae,Hyptis,,
cf. Ilex-type,1,NA,NA,NA,
cf. Jasione,1,Campanulaceae,Jasione,,
cf. Juncaginaceae,1,Juncaginaceae,,,
cf. Juniperus-type,1,NA,NA,NA,
cf. Knautia,1,Caprifoliaceae,Knautia,,
cf. Koenigia,1,Polygonaceae,Koenigia,,
cf. Koenigia islandica,1,Polygonaceae,Koenigia,,
cf. Krascheninnikovia,1,Amaranthaceae,Krascheninnikovia,,
cf. Lachemilla,1,Rosaceae,Lachemilla,,
cf. Laguncularia,1,Combretaceae,Laguncularia,,
cf. Lathyrus,1,Fabaceae,Lathyrus,,
cf. Leonardoxa,1,Fabaceae,Leonardoxa,,
cf. Levisticum,1,Apiaceae,Levisticum,,
cf. Lewisia,1,Montiaceae,Lewisia,,
cf. Limodorum,1,Orchidaceae,Limodorum,,
cf. Limosella aquatica,1,Plantaginaceae,Limosella,,
cf. Linaria canadensis,1,Plantaginaceae,Linaria,,
cf. Linnaea borealis,1,Caprifoliaceae,Linnaea,,
cf. Liquidambar styraciflua,1,Altingiaceae,Liquidambar,,
cf. Lithospermum,1,Boraginaceae,Lithospermum,,
cf. Lobelia siphilitica,1,Campanulaceae,Lobelia,,
cf. Loranthaceae,1,Loranthaceae,,,
cf. Lythrum,1,Lythraceae,Lythrum,,
cf. Maianthemum,1,Asparagaceae,Maianthemum,,
cf. Malus,1,Rosaceae,Malus,,
cf. Melochia,1,Malvaceae,Melochia,,
cf. Meum,1,Apiaceae,Meum,,
cf. Microtea,1,Microteaceae,Microtea,,
cf. Mirabilis,1,Nyctaginaceae,Mirabilis,,
cf. Mitella nuda,1,Saxifragaceae,Mitella,,
cf. Muscari,1,Asparagaceae,Muscari,,
cf. Muscari-type,1,NA,NA,NA,
cf. Myosotis-type,1,NA,NA,NA,
cf. Myricaria,1,Tamaricaceae,Myricaria,,
cf. Myricaria germanica,1,Tamaricaceae,Myricaria,,
cf. Myrtus,1,Myrtaceae,Myrtus,,
cf. Narthecium,1,NA,NA,NA,
cf. Narthecium-type,1,NA,NA,NA,
cf. Onagraceae type,1,Onagraceae,,,
cf. Ophioglossum azoricum,1,Ophioglossaceae,Ophioglossum,,
cf. Opuntia,1,Cactaceae,Opuntia,,
cf. Oxyria/Rumex acetosa,1,NA,NA,NA,
cf. Parietaria pensylvanica,1,Urticaceae,Parietaria,,
cf. Paronychia,1,Caryophyllaceae,Paronychia,,
cf. Pemphis,1,Lythraceae,Pemphis,,
cf. Persicaria,1,Polygonaceae,Persicaria,,
cf. Persicaria amphibia,1,Polygonaceae,Persicaria,,
cf. Peucedanum-type,1,NA,NA,NA,
cf. Phacelia hastata,1,Boraginaceae,Phacelia,,
cf. Physalis,1,Solanaceae,Physalis,,
cf. Pilularia,1,Marsileaceae,Pilularia,,
cf. Pimpinella major-type,1,Apiaceae,Pimpinella,,
cf. Pinguicula,1,Lentibulariaceae,Pinguicula,,
cf. Pisum,1,Fabaceae,Lathyrus,,
cf. Pityrogramma,1,Pteridaceae,Pityrogramma,,
cf. Plantago lanceolata-type,1,Plantaginaceae,Plantago,,
cf. Poaceae,1,Poaceae,,,
cf. Podophyllum,1,Berberidaceae,Podophyllum,,
cf. Polemonium,1,Polemoniaceae,Polemonium,,
cf. Polyarthra dolichoptera,1,NA,NA,NA,
cf. Polyarthra vulgaris,1,NA,NA,NA,
cf. Polypodium,1,Polypodiaceae,Polypodium,,
cf. Polypodium vulgare-type,1,Polypodiaceae,Polypodium,,
cf. Polystichum-type,1,NA,NA,NA,
cf. Protium,1,Burseraceae,Protium,,
cf. Puccinia,1,NA,NA,NA,
cf. Purdiaea,1,Clethraceae,Purdiaea,,
cf. Raphanus,1,Brassicaceae,Raphanus,,
cf. Resedaceae,1,Resedaceae,,,
cf. Rheum,1,Polygonaceae,Rheum,,
cf. Rhinanthus,1,Orobanchaceae,Rhinanthus,,
cf. Rhinanthus-type,1,NA,NA,NA,
cf. Rhodiola,1,Crassulaceae,Rhodiola,,
cf. Rhododendron lapponicum,1,Ericaceae,Rhododendron,,
cf. Ribes rubrum-type,1,Grossulariaceae,Ribes,,
cf. Robinia,1,Fabaceae,Robinia,,
cf. Rubus arcticus,1,Rosaceae,Rubus,,
cf. Salix polaris,1,Salicaceae,Salix,,
cf. Salix/Helleborus viridus,1,NA,NA,NA,
cf. Sambucus nigra-type,1,Viburnaceae,Sambucus,,
cf. Samolus valerandi,1,Primulaceae,Samolus,,
cf. Sapotaceae,1,Sapotaceae,,,
cf. Saussurea,1,Asteraceae,Saussurea,,
cf. Scheuchzeria palustris,1,Scheuchzeriaceae,Scheuchzeria,,
cf. Scilla/Fritillaria,1,NA,NA,NA,
cf. Scleranthus,1,Caryophyllaceae,Scleranthus,,
cf. Scopinella barbata (type HdV-343),1,NA,NA,NA,
cf. Scrophularia-type,1,NA,NA,NA,
cf. Selaginella selaginoides,1,Selaginellaceae,Selaginella,,
cf. Sempervivum,1,Crassulaceae,Sempervivum,,
cf. Seseli libanotis-type,1,Apiaceae,Seseli,,
cf. Silene albescens,1,Caryophyllaceae,Silene,,
cf. Silene ampullata,1,Caryophyllaceae,Silene,,
cf. Silene vulgaris-type,1,Caryophyllaceae,Silene,,
cf. Smyrniopsis,1,Apiaceae,Smyrniopsis,,
cf. Solanum,1,Solanaceae,Solanum,,
cf. Solanum dulcamara-type,1,Solanaceae,Solanum,,
cf. Stachys glutinosa,1,Lamiaceae,Stachys,,
cf. Stachytarpheta,1,Verbenaceae,Stachytarpheta,,
cf. Stoebe,1,Asteraceae,Stoebe,,
cf. Syringa,1,Oleaceae,Syringa,,
cf. Tamarix,1,Tamaricaceae,Tamarix,,
cf. Tanaecium,1,Bignoniaceae,Tanaecium,,
cf. Taxus canadensis,1,Taxaceae,Taxus,,
cf. Teucrium,1,Lamiaceae,Teucrium,,
cf. Thuja,1,Cupressaceae,Thuja,,
cf. Thymus,1,Lamiaceae,Thymus,,
cf. Tilia,1,Malvaceae,Tilia,,
cf. Torilis arvensis,1,Apiaceae,Torilis,,
cf. Trichomanes speciosum,1,NA,NA,NA,
cf. Trifolium-type,1,NA,NA,NA,
cf. Tripsacum,1,Poaceae,Tripsacum,,
cf. Triticum,1,Poaceae,Triticum,,
cf. Trollius europaeus,1,Ranunculaceae,Trollius,,
cf. Tussilago,1,Asteraceae,Tussilago,,
cf. Tynanthus,1,Bignoniaceae,Tynanthus,,
cf. Valeriana dioica-type,1,Caprifoliaceae,Valeriana,,
cf. Valerianoideae,1,NA,NA,NA,
"cf. Vallea-type (tricol(por)ate, psilate, small)",1,NA,NA,NA,
cf. Vera-duthiea noctiflora ,1,NA,NA,NA,
cf. Verbena,1,Verbenaceae,Verbena,,
cf. Vernonia,1,Asteraceae,Vernonia,,
cf. Veronicastrum,1,Plantaginaceae,Veronicastrum,,
cf. Viburnum lentago,1,Viburnaceae,Viburnum,,
cf. Vicia cracca,1,Fabaceae,Vicia,,
cf. Vicia-type,1,NA,NA,NA,
cf. Weinmannia,1,Cunoniaceae,Weinmannia,,
cf. Xylomyces chlamydosporis,1,NA,NA,NA,
Chaenorhinum,1,Plantaginaceae,Chaenorhinum,,
Chaetocarpus-type,1,NA,NA,NA,
"Chaetomium sp. (type 7A, cellulose)",1,NA,NA,NA,
Chamaebatiaria millefolium,1,Rosaceae,Chamaebatiaria,millefolium,
Chamaecytisus,1,Fabaceae,Chamaecytisus,,
Chaptalia,1,Asteraceae,Chaptalia,,
Chara sp. Glomerus (type 764A),1,NA,NA,NA,
Chascanum,1,Verbenaceae,Chascanum,,
Chassalia kolly,1,Rubiaceae,Chassalia,kolly,
Cheilanthes alabamensis,1,Pteridaceae,Hemionitis,alabamensis,
Chenopodium/Thalictrum,1,NA,NA,,
Chloranthaceae undiff.,1,Chloranthaceae,,,
Chomelia-type,1,NA,NA,NA,
Chomotriletes sp.,1,NA,NA,NA,
Chouxia,1,Sapindaceae,Chouxia,,
Chrysophyllum undiff.,1,Sapotaceae,Chrysophyllum,,
Chrysophyllum-type bangweolense,1,NA,NA,NA,
Chytranthus macrobotrys,1,Sapindaceae,Chytranthus,macrobotrys,
Cicatricosporites australiensis,1,NA,NA,NA,
Cicendia quadrangularis-type,1,Gentianaceae,Cicendia,,
Cingutriletes parvicingulus,1,NA,NA,NA,
Cirsium acaulon,1,Asteraceae,Cirsium,,
Cissampelos-type (C. mucronata),1,NA,NA,NA,
Cissus quadrangularis-type,1,Vitaceae,Cissus,,
Cistacearumpollenites rotundiporus,1,NA,NA,NA,
Cistus cf. C. albidus,1,Cistaceae,Cistus,,
Cistus cf. C. monspeliensis,1,Cistaceae,Cistus,,
Cistus hirsutus,1,Cistaceae,Cistus,hirsutus,
Cistus psilosepalus-type,1,Cistaceae,Cistus,,
Cistus salviifolius-type,1,Cistaceae,Cistus,,
Cistus salviifolius/Fumana laevipes-type,1,NA,NA,NA,
Citharexylum,1,Verbenaceae,Citharexylum,,
Citrullus sp.,1,Cucurbitaceae,Citrullus,,
Cladium mariscus-type,1,Cyperaceae,Cladium,,
Clappertonia ficifolia,1,Malvaceae,Clappertonia,ficifolia,
Clausena-type anisata,1,NA,NA,NA,
Clausena/Bersama,1,NA,NA,,
Clavamonocolpites sp.,1,NA,NA,NA,
Claytonia perfoliata,1,Montiaceae,Claytonia,perfoliata,
Claytonia sibirica,1,Montiaceae,Claytonia,sibirica,
Claytonia-type,1,NA,NA,NA,
Cleome-type arabica,1,NA,NA,NA,
Clerodendrum floribundum,1,Lamiaceae,Clerodendrum,floribundum,
Clidemia comp.,1,Melastomataceae,Miconia,,
Clinopodium paradoxum,1,Lamiaceae,Clinopodium,paradoxum,
Clinopodium vulgare,1,Lamiaceae,Clinopodium,vulgare,
Clitoria,1,Fabaceae,Clitoria,,
Cnidoscolus,1,Euphorbiaceae,Cnidoscolus,,
Coccocypselum,1,Rubiaceae,Coccocypselum,,
Coccoloba-type,1,NA,NA,NA,
Cocculus-type hirsutus,1,NA,NA,NA,
Cochliopodium vestitum,1,NA,NA,NA,
Cocos nucifera-type,1,Arecaceae,Cocos,,
Codonopsis,1,Campanulaceae,Codonopsis,,
Collaea,1,Fabaceae,Collaea,,
Collomia,1,Polemoniaceae,Collomia,,
Collospermum comp.,1,Asteliaceae,Astelia,,
Colombipollis tropicalis,1,NA,NA,NA,
Colutea,1,Fabaceae,Colutea,,
Comarum cf. C. palustre,1,Rosaceae,Comarum,,
Combretum-type paniculatum,1,NA,NA,NA,
Comptonia,1,Myricaceae,Comptonia,,
Concavisporites acutus,1,NA,NA,NA,
Conceveibum,1,NA,NA,NA,
"Coniferae (type 218, HdV)",1,NA,NA,NA,
"Coniochaeta xylariispora (type 6A, HdV)",1,NA,NA,NA,
Connarus-type,1,NA,NA,NA,
Corbichonia,1,Lophiocarpaceae,Corbichonia,,
Corbichonia-type decumbens,1,NA,NA,NA,
Cordia africana,1,Boraginaceae,Cordia,africana,
Cordia cf. C. cylindrostachya,1,Boraginaceae,Cordia,,
Cordia sp.,1,Boraginaceae,Cordia,,
Coriandrum sativum,1,Apiaceae,Coriandrum,sativum,
Coriandrum sp.,1,Apiaceae,Coriandrum,,
Coriaria cf.,1,Coriariaceae,Coriaria,,
Coris,1,Primulaceae,Coris,,
Cornulaca monacantha,1,Amaranthaceae,Cornulaca,monacantha,
Cornulaca monacantha-type,1,Amaranthaceae,Cornulaca,,
Coronilla undiff.,1,Fabaceae,Coronilla,,
Coronilla varia-type,1,Fabaceae,Coronilla,,
Corrigiola telephiifolia-type,1,Caryophyllaceae,Corrigiola,,
Corsinipollenites collaris,1,NA,NA,NA,
Corsinipollenites sp.,1,NA,NA,NA,
Cortusa,1,Primulaceae,Primula,,
Corymbia dichromophloia,1,Myrtaceae,Corymbia,dichromophloia,
Couepia,1,Chrysobalanaceae,Couepia,,
Coutoubea-type,1,NA,NA,NA,
Crassiectoapertites aff. C. columbianus,1,NA,NA,NA,
Crassiectoapertites columbianus,1,NA,NA,NA,
Crataegus/Sorbus,1,Rosaceae,NA,,
Cratoxylum-type,1,NA,NA,NA,
Crenea-type,1,NA,NA,NA,
Crepis paludosa,1,Asteraceae,Crepis,paludosa,
Crinum natans-type,1,Amaryllidaceae,Crinum,,
Crithmum maritimum,1,Apiaceae,Crithmum,maritimum,
Crossandra,1,Acanthaceae,Crossandra,,
Crossopetalum,1,Celastraceae,Crossopetalum,,
Croton bogotanus,1,Euphorbiaceae,Croton,coriaceus,
Croton-type I,1,NA,NA,NA,
Croton-type II,1,NA,NA,NA,
Croton-type III,1,NA,NA,NA,
Cryosophila,1,Arecaceae,Cryosophila,,
Cryptogramma cf. C. stelleri,1,Pteridaceae,Cryptogramma,,
Cryptosepalum-type,1,NA,NA,NA,
Cryptosepalum/Tamarindus,1,Fabaceae,NA,,
Cucumis dipsaceus-type,1,NA,NA,NA,
Cucumis sativus,1,Cucurbitaceae,Cucumis,sativus,
Cucurbita maxima,1,Cucurbitaceae,Cucurbita,maxima,
Cucurbita pepo,1,Cucurbitaceae,Cucurbita,pepo,
Cupaniopsis comp.,1,Sapindaceae,Cupaniopsis,,
Cuphea (type B),1,Lythraceae,Cuphea,,
Cupressus dupreziana,1,Cupressaceae,Cupressus,dupreziana,
Curculigo,1,Hypoxidaceae,Curculigo,,
Cuscuta lupuliformis,1,Convolvulaceae,Cuscuta,lupuliformis,
Cyananthus,1,Campanulaceae,Cyananthus,,
Cyanea,1,Campanulaceae,Cyanea,,
Cyanobacteria (large),1,NA,NA,NA,
Cyanobacteria (small),1,NA,NA,NA,
Cyanus triumfettii-type,1,Asteraceae,Centaurea,,
Cyathea (type IV),1,Cyatheaceae,Cyathea,,
Cyatheaceae cf. Cyathea (striate),1,NA,NA,NA,
Cyathidites congoensis,1,NA,NA,NA,
Cycas,1,Cycadaceae,Cycas,,
Cycas revoluta spike,1,Cycadaceae,Cycas,,
Cyclamen europaeum,1,Primulaceae,Cyclamen,purpurascens,
Cyclanthaceae,1,Cyclanthaceae,,,
Cyclophyllum barbatum,1,Rubiaceae,Cyclophyllum,barbatum,
Cyclophyllum-type,1,NA,NA,NA,
Cyclopyxis eurystoma,1,NA,NA,NA,
Cydonia-type,1,NA,NA,NA,
Cynometra,1,Fabaceae,Cynometra,,
Cyst (type HdV-704),1,NA,NA,NA,
Cystopteris montana,1,Cystopteridaceae,Cystopteris,montana,
Cytisus sect. Spartopsis,1,NA,NA,NA,
Dactylis-type,1,NA,NA,NA,
Daphne cf. D. mezereum,1,Thymelaeaceae,Daphne,,
Daphne mezereum,1,Thymelaeaceae,Daphne,mezereum,
Daphne oleoides,1,Thymelaeaceae,Daphne,oleoides,
Daphnopsis cf. D. beta,1,Thymelaeaceae,Daphnopsis,,
Decaisnina signata,1,Loranthaceae,Decaisnina,signata,
Delitschia (type TM-6),1,NA,NA,NA,
Delonix elata,1,Fabaceae,Delonix,elata,
Deltoidospora/Todisporites sp.,1,NA,NA,NA,
Desmodium-type repandum,1,NA,NA,NA,
Detarium senegalense-type,1,Fabaceae,Detarium,,
Dialium guineense,1,Fabaceae,Dialium,guineense,
Dialium-type,1,NA,NA,NA,
Diatenopteryx,1,Sapindaceae,Diatenopteryx,,
Dichapetalum,1,Dichapetalaceae,Dichapetalum,,
Dichondra-type micrantha,1,NA,NA,NA,
Dichrostachys-type,1,NA,NA,NA,
Diclidanthera,1,Polygalaceae,Diclidanthera,,
Dicoma,1,Asteraceae,Dicoma,,
"Dictyosporium toruloides (type 824, HdV)",1,NA,NA,NA,
Digitalis purpurea,1,Plantaginaceae,Digitalis,purpurea,
Dilleniaceae undiff.,1,Dilleniaceae,,,
Dinoflagellata undiff. (cyst),1,NA,NA,NA,
Diplocladiella scalaroides,1,NA,NA,NA,
Diploon-type,1,NA,NA,NA,
Diporisporites,1,NA,NA,NA,
Disperma-type,1,NA,NA,NA,
Dissotis-type,1,NA,NA,NA,
Distemonanthus benthamianus-type,1,Fabaceae,Distemonanthus,,
Dobera glabra-type,1,Salvadoraceae,Dobera,,
Dombeya quinqueseta,1,Malvaceae,Dombeya,quinqueseta,
Dorstenia kameruniana,1,Moraceae,Dorstenia,kameruniana,
Dorstenia zanzibarica-type,1,Moraceae,Dorstenia,,
Dorstenia-type scaphigera,1,NA,NA,NA,
Dorycnium hirsutum,1,Fabaceae,Lotus,hirsutus,
Douglasia,1,Primulaceae,Androsace,,
Dracaena afromontana-type,1,Asparagaceae,Dracaena,,
Dracunculus,1,Araceae,Dracunculus,,
Drosera intermedia-type,1,Droseraceae,Drosera,,
Drosera longifolia,1,Droseraceae,Drosera,anglica,
Dryas integrifolia,1,Rosaceae,Dryas,integrifolia,
Dryopteris cf. D. cristata,1,NA,NA,NA,
Dryopteris cf. D. goldiana,1,NA,NA,NA,
Drypetes molunduana,1,Putranjivaceae,Drypetes,molunduana,
Duplopollis,1,NA,NA,NA,
Dysopsis,1,Euphorbiaceae,Dysopsis,,
Echeveria,1,Crassulaceae,Echeveria,,
Echimonocolpites,1,NA,NA,NA,
